subject,subject_alias,experiment,original_experiment,session,original_session,system_version
R1235E,R1235E,FR3,,0,0,2.0
R1236J,R1236J,FR3,,0,0,2.0
R1236J,R1236J,PS2.1,PS21,0,,2.0
R1236J,R1236J,PS2.1,PS21,1,,2.0
R1236J,R1236J,PS2.1,PS21,2,,2.0
R1236J,R1236J,PS2.1,PS21,3,,2.0
R1236J,R1236J,TH1,,0,2,2.0
R1236J,R1236J,TH1,,1,4,2.0
R1236J,R1236J,TH1,,2,5,2.0
R1236J,R1236J,catFR3,,0,0,2.0
R1237C,R1237C,PS2.1,PS,0,1,2.0
R1237C,R1237C,PS2.1,PS,1,2,2.0
R1237C,R1237C,PS2.1,PS,2,3,2.0
R1237C,R1237C,PS2.1,PS,3,4,2.0
R1237C,R1237C,TH1,,0,1,2.0
R1237C,R1237C,TH1,,1,3,2.0
R1237C,R1237C,TH1,,2,6,2.0
R1237C,R1237C,TH1,,3,7,2.0
R1237C,R1237C,TH3,,0,0,2.0
R1237C,R1237C,TH3,,1,1,2.0
R1237C,R1237C,TH3,,2,2,2.0
R1238N,R1238N,PAL1,,0,0,2.0
R1239E,R1239E,catFR1,,0,0,2.0
R1239E,R1239E,catFR1,,1,1,2.0
R1240T,R1240T,FR1,,0,0,2.0
R1240T,R1240T,FR1,,1,1,2.0
R1240T,R1240T,PS2.1,PS21,0,,2.0
R1240T,R1240T,PS2.1,PS21,1,,2.0
R1240T,R1240T,PS2.1,PS21,2,,2.0
R1240T,R1240T,TH1,,0,,2.0
R1240T,R1240T,catFR1,,0,0,2.0
R1241J,R1241J,FR1,,0,0,2.0
R1241J,R1241J,TH1,,1,,2.0
R1241J,R1241J,TH1,,2,,2.0
R1241J,R1241J,TH1,,3,,2.0
R1241J,R1241J,TH1,,4,,2.0
R1241J,R1241J,TH1,,5,,2.0
R1243T,R1243T,FR1,,0,0,2.0
R1243T,R1243T,FR1,,1,1,2.0
R1243T,R1243T,FR1,,2,2,2.0
R1243T,R1243T,FR1,,3,3,2.0
R1243T,R1243T,PS2.1,PS21,0,,2.0
R1243T,R1243T,PS2.1,PS21,1,,2.0
R1243T,R1243T,PS2.1,PS21,2,,2.0
R1243T,R1243T,PS2.1,PS21,3,,2.0
R1243T,R1243T,PS2.1,PS21,4,,2.0
R1243T,R1243T,TH1,,0,,2.0
R1243T,R1243T,TH1,,1,,2.0
R1243T,R1243T,catFR1,,0,0,2.0
R1243T,R1243T,catFR1,,1,1,2.0
R1243T,R1243T,catFR1,,2,2,2.0
R1243T,R1243T,catFR1,,3,3,2.0
R1243T,R1243T,catFR3,,0,0,2.0
R1243T,R1243T,catFR3,,1,1,2.0
R1244J,R1244J,TH1,,0,,2.0
R1244J,R1244J,TH1,,1,,2.0
R1245E,R1245E,catFR1,,0,,2.0
R1247P,R1247P,FR1,,0,0,2.0
R1247P,R1247P_1,PS2.1,PS21,0,0,2.0
R1247P,R1247P,catFR1,CatFR1,1,,2.0
R1247P,R1247P,catFR1,CatFR1,2,,2.0
R1247P,R1247P_1,catFR1,CatFR1,3,0,2.0
R1247P,R1247P_1,catFR1,CatFR1,4,1,2.0
R1247P,R1247P_1,catFR1,CatFR1,5,2,2.0
R1247P,R1247P_1,catFR3,,0,0,2.0
R1248P,R1248P,TH1,,0,,2.0
R1248P,R1248P_1,TH1,,1,0,2.0
R1250N,R1250N,FR1,,0,0,2.0
R1250N,R1250N,PAL1,,0,0,2.0
R1250N,R1250N,PAL1,,1,1,2.0
R1250N,R1250N,PAL1,,2,3,2.0
R1250N,R1250N,PAL1,,3,,2.0
R1250N,R1250N,PAL3,,0,,2.0
R1251M,R1251M,FR1,,0,0,2.0
R1251M,R1251M,PS2.1,PS21,0,,2.0
R1251M,R1251M,PS2.1,PS21,1,,2.0
R1251M,R1251M,PS2.1,PS21,2,,2.0
R1251M,R1251M,PS2.1,PS21,3,,2.0
R1251M,R1251M,TH1,,0,,2.0
R1251M,R1251M,TH1,,1,,2.0
R1251M,R1251M,TH1,,2,,2.0
R1251M,R1251M,catFR1,,0,0,2.0
R1258T,R1258T,TH1,,0,,2.0
R1258T,R1258T,TH1,,1,,2.0
R1258T,R1258T,TH1,,2,,2.0
R1260D,R1260D,FR1,,0,0,2.0
R1260D,R1260D,PS2.1,PS21,0,,2.0
R1260D,R1260D,PS2.1,PS21,1,,2.0
R1260D,R1260D,PS2.1,PS21,2,,2.0
R1260D,R1260D,PS2.1,PS21,3,,2.0
R1260D,R1260D,PS2.1,PS21,4,,2.0
R1260D,R1260D,PS2.1,PS21,5,,2.0
R1260D,R1260D,PS2.1,PS21,6,,2.0
R1260D,R1260D,PS2.1,PS21,7,,2.0
R1260D,R1260D,PS2.1,PS21,8,,2.0
R1260D,R1260D,PS2.1,PS21,9,,2.0
R1260D,R1260D,catFR1,,0,0,2.0
R1260D,R1260D,catFR1,,1,1,2.0
R1261P,R1261P,catFR1,,1,,2.0
R1264P,R1264P,FR1,,0,0,2.0
R1264P,R1264P,catFR1,,0,0,2.0
R1264P,R1264P,catFR1,,1,1,2.0
R1264P,R1264P,catFR3,,0,0,2.0
R1266J,R1266J,catFR1,,1,,2.0
R1266J,R1266J,catFR1,,2,,2.0
R1266J,R1266J,catFR1,,3,,2.0
R1266J,R1266J,catFR1,,5,,2.0
R1267J,R1267J,TH1,,0,,2.0
R1267J,R1267J,TH1,,2,,2.0
R1267J,R1267J,TH1,,4,,2.0
R1268T,R1268T,FR1,,0,,2.0
R1270J,R1270J,TH1,,0,,2.0
R1270J,R1270J,TH1,,2,,2.0
R1271P,R1271P,catFR1,,0,,2.0
R1271P,R1271P,catFR1,,1,,2.0
R1271P,R1271P,catFR1,,4,,2.0
R1273D,R1273D,catFR1,,0,1,2.0
R1273D,R1273D,catFR1,,1,2,2.0
R1273D,R1273D,catFR1,,2,3,2.0
R1274T,R1274T,PS2.1,PS21,0,,2.0
R1274T,R1274T,catFR1,,0,0,2.0
R1274T,R1274T,catFR1,,1,1,2.0
R1274T,R1274T,catFR1,,2,2,2.0
R1274T,R1274T,catFR3,,0,0,2.0
R1276D,R1276D,PAL1,,0,,2.0
R1276D,R1276D,PAL1,,1,,2.0
R1276D,R1276D,PS2.1,PS21,0,,2.0
R1276D,R1276D,PS2.1,PS21,1,,2.0
R1276D,R1276D,PS2.1,PS21,2,,2.0
R1276D,R1276D,PS2.1,PS21,3,,2.0
R1276D,R1276D,PS2.1,PS21,4,,2.0
R1276D,R1276D,PS2.1,PS21,5,,2.0
R1276D,R1276D,TH1,,0,,2.0
R1276D,R1276D,TH1,,1,,2.0
R1276D,R1276D,TH1,,3,,2.0
R1276D,R1276D,TH3,,0,,2.0
R1276D,R1276D,TH3,,1,,2.0
R1276D,R1276D,TH3,,2,,2.0
R1276D,R1276D,TH3,,3,,2.0
R1276D,R1276D,TH3,,5,,2.0
R1277J,R1277J_1,FR1,,0,0,2.0
R1277J,R1277J_1,catFR1,,0,0,2.0
R1277J,R1277J_1,catFR1,,1,1,2.0
R1277J,R1277J_1,catFR3,,0,0,2.0
R1278E,R1278E_2,PAL1,,0,0,2.0
R1278E,R1278E_2,PAL1,,1,1,2.0
R1278E,R1278E_2,PAL1,,2,2,2.0
R1278E,R1278E_2,PAL1,,3,3,2.0
R1278E,R1278E_2,PAL1,,4,4,2.0
R1278E,R1278E_2,PAL3,,0,0,2.0
R1278E,R1278E_2,PAL3,,1,1,2.0
R1278E,R1278E_2,PAL3,,2,2,2.0
R1278E,R1278E_2,PAL3,,3,3,2.0
R1278E,R1278E,TH1,,0,,2.0
R1278E,R1278E,TH1,,1,,2.0
R1278E,R1278E,TH1,,2,,2.0
R1278E,R1278E,TH1,,3,,2.0
R1278E,R1278E,TH1,,4,,2.0
R1278E,R1278E,TH1,,5,,2.0
R1278E,R1278E_1,catFR1,,0,0,2.0
R1278E,R1278E_1,catFR1,,10,10,2.0
R1279P,R1279P_1,catFR1,,0,0,2.0
R1279P,R1279P_1,catFR1,,1,1,2.0
R1283T,R1283T,FR1,,0,,2.0
R1283T,R1283T,FR1,,1,,2.0
R1283T,R1283T,PAL1,,0,,2.0
R1283T,R1283T,PAL1,,1,,2.0
R1283T,R1283T,PAL1,,4,,2.0
R1283T,R1283T,PAL3,,0,,2.0
R1284N,R1284N,PAL1,,0,,2.0
R1284N,R1284N,PAL1,,1,,2.0
R1284N,R1284N,PAL1,,2,,2.0
R1284N,R1284N,PAL3,,2,,1.0
R1284N,R1284N,PS2.1,PS21,0,,1.0
R1285C,R1285C,TH1,,0,,1.0
R1285C,R1285C,TH1,,1,,1.0
R1285C,R1285C,TH1,,2,,1.0
R1285C,R1285C,TH1,,5,,1.0
R1286J,R1286J,FR1,,0,,3.0
R1286J,R1286J,PS2,PS,1,1,3.0
R1286J,R1286J,PS2,PS,2,2,3.0
R1286J,R1286J,PS2,PS,3,3,3.0
R1286J,R1286J,catFR1,,0,,3.0
R1286J,R1286J,catFR1,,1,,3.0
R1286J,R1286J,catFR1,,2,,3.0
R1286J,R1286J,catFR3,,0,,3.0
R1286J,R1286J,catFR3,,1,,3.0
R1288P,R1288P,FR1,,0,,3.0
R1288P,R1288P,catFR1,,0,,3.0
R1289C,R1289C,TH1,,3,,1.0
R1289C,R1289C,TH1,,4,,1.0
R1289C,R1289C,TH1,,5,,1.0
R1289C,R1289C,TH3,,3,,2.0
